mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
194.6931025981903,0.23260861595083246,0.5645070870717367,0.012080524456906341,0.6,1,5,1.5,0.8,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.6326028978692649,0.6283444309519808,0.6345664298297276,0.6318379195503244,0.0025970767386951695,5
155.70805478096008,1.8712187707368804,0.6711285909016927,0.22841985490993386,0.6,5,5,1.5,0.6,"{'subsample': 0.6, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 0.6}",0.6355344573079237,0.6322615261799898,0.6341863179749443,0.6339941004876192,0.0013430637150125247,4
246.67306717236838,75.42469094449837,0.5169586340586344,0.04641261407664313,1.0,1,4,10,1.0,"{'subsample': 1.0, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 10, 'colsample_bytree': 1.0}",0.6391110313018189,0.6336449788023714,0.6398311483308897,0.6375290528116934,0.002762144736288241,2
249.00434366861978,0.3649313067629571,0.6176962852478027,0.0910298908476509,0.6,1,3,10,0.6,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 10, 'colsample_bytree': 0.6}",0.6393592359656624,0.6330309889864099,0.6397663220069925,0.6373855156530216,0.003083597101755864,3
101.9388496875763,9.269870820762964,0.2656209468841553,0.05918318443750453,1.0,5,4,5,0.6,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 5, 'colsample_bytree': 0.6}",0.6390240537000608,0.6341108257414066,0.6398465610753798,0.6376604801722824,0.0025323460176406363,1
